MoA	cmap_name	inchi_key	pert_id	target
DYRK inhibitor	BRD-K59222562	LXDHFJUOCGKVAV-UHFFFAOYSA-N	BRD-K59222562	DYRK1A
DYRK inhibitor	BRD-K59222562	LXDHFJUOCGKVAV-UHFFFAOYSA-N	BRD-K59222562	CLK4
DYRK inhibitor	BRD-K59222562	LXDHFJUOCGKVAV-UHFFFAOYSA-N	BRD-K59222562	DYRK1B
DYRK inhibitor	BRD-K68783079	LELRIWOVACJYND-UHFFFAOYSA-N	BRD-K68783079	CLK1
DYRK inhibitor	BRD-K68783079	LELRIWOVACJYND-UHFFFAOYSA-N	BRD-K68783079	DYRK1A
DYRK inhibitor	BRD-K68783079	LELRIWOVACJYND-UHFFFAOYSA-N	BRD-K68783079	CLK4
DYRK inhibitor	BRD-K70693222	QFBOPHGXTBOQRN-UHFFFAOYSA-N	BRD-K70693222	CLK1
DYRK inhibitor	BRD-K70693222	QFBOPHGXTBOQRN-UHFFFAOYSA-N	BRD-K70693222	DYRK1A
DYRK inhibitor	BRD-K70693222	QFBOPHGXTBOQRN-UHFFFAOYSA-N	BRD-K70693222	CLK4
DYRK inhibitor	harmine	BXNJHAXVSOCGBA-UHFFFAOYSA-N	BRD-K30984264	MAOA
DYRK inhibitor	ML-167	ROCFOIBAEVAOLQ-UHFFFAOYSA-N	BRD-K64835161	CLK1
DYRK inhibitor	ML-167	ROCFOIBAEVAOLQ-UHFFFAOYSA-N	BRD-K64835161	DYRK1A
DYRK inhibitor	ML-167	ROCFOIBAEVAOLQ-UHFFFAOYSA-N	BRD-K64835161	CLK4
DYRK inhibitor	ML-167	ROCFOIBAEVAOLQ-UHFFFAOYSA-N	BRD-K64835161	DYRK1B
DYRK inhibitor	purvalanol-a	PMXCMJLOPOFPBT-HNNXBMFYSA-N	BRD-K50836978	CDK2
DYRK inhibitor	purvalanol-a	PMXCMJLOPOFPBT-HNNXBMFYSA-N	BRD-K50836978	CDK4
DYRK inhibitor	purvalanol-a	PMXCMJLOPOFPBT-HNNXBMFYSA-N	BRD-K50836978	CDK5
DYRK inhibitor	purvalanol-a	PMXCMJLOPOFPBT-HNNXBMFYSA-N	BRD-K50836978	CDK1
EGFR inhibitor	afatinib	ULXXDDBFHOBEHA-CWDCEQMOSA-N	BRD-K66175015	EGFR
EGFR inhibitor	afatinib	ULXXDDBFHOBEHA-CWDCEQMOSA-N	BRD-K66175015	ERBB2
EGFR inhibitor	afatinib	ULXXDDBFHOBEHA-CWDCEQMOSA-N	BRD-K66175015	ERBB4
EGFR inhibitor	afatinib	ULXXDDBFHOBEHA-ONEGZZNKSA-N	BRD-A58767537	EGFR
EGFR inhibitor	afatinib	ULXXDDBFHOBEHA-ONEGZZNKSA-N	BRD-A58767537	ERBB2
EGFR inhibitor	afatinib	ULXXDDBFHOBEHA-ONEGZZNKSA-N	BRD-A58767537	ERBB4
EGFR inhibitor	AG-490	TUCIOBMMDDOEMM-UHFFFAOYSA-N	BRD-K12357156	JAK2
EGFR inhibitor	AG-490	TUCIOBMMDDOEMM-UHFFFAOYSA-N	BRD-K12357156	JAK3
EGFR inhibitor	AG-490	TUCIOBMMDDOEMM-RIYZIHGNSA-N	BRD-K47105409	JAK2
EGFR inhibitor	AG-490	TUCIOBMMDDOEMM-RIYZIHGNSA-N	BRD-K47105409	JAK3
EGFR inhibitor	AG-494	HKHOVJYOELRGMV-UHFFFAOYSA-N	BRD-K81209512	EGFR
EGFR inhibitor	ARRY-334543	UWXSAYUXVSFDBQ-CYBMUJFWSA-N	BRD-K46386702	EGFR
EGFR inhibitor	ARRY-334543	UWXSAYUXVSFDBQ-CYBMUJFWSA-N	BRD-K46386702	ERBB2
EGFR inhibitor	AST-1306	MVZGYPSXNDCANY-UHFFFAOYSA-N	BRD-K26838195	EGFR
EGFR inhibitor	AST-1306	MVZGYPSXNDCANY-UHFFFAOYSA-N	BRD-K26838195	ERBB2
EGFR inhibitor	BIBU-1361	JUGSLZCFNSTKBN-UHFFFAOYSA-N	BRD-K49294207	EGFR
EGFR inhibitor	BIBX-1382	FTFRZXFNZVCRSK-UHFFFAOYSA-N	BRD-K70914287	EGFR
EGFR inhibitor	bis-tyrphostin	ZHOKHSGWBNPFQU-GONBZBRSSA-N	BRD-K32906660	EGFR
EGFR inhibitor	BMS-599626	LUJZZYWHBDHDQX-QFIPXVFZSA-N	BRD-K07106112	EGFR
EGFR inhibitor	BMS-599626	LUJZZYWHBDHDQX-QFIPXVFZSA-N	BRD-K07106112	ERBB2
EGFR inhibitor	BMS-599626	LUJZZYWHBDHDQX-QFIPXVFZSA-N	BRD-K07106112	ERBB4
EGFR inhibitor	butein	AYMYWHCQALZEGT-ORCRQEGFSA-N	BRD-K17497770	ACE
EGFR inhibitor	canertinib	OMZCMEYTWSXEPZ-UHFFFAOYSA-N	BRD-K50168500	EGFR
EGFR inhibitor	canertinib	OMZCMEYTWSXEPZ-UHFFFAOYSA-N	BRD-K50168500	ERBB2
EGFR inhibitor	canertinib	OMZCMEYTWSXEPZ-UHFFFAOYSA-N	BRD-K50168500	ERBB4
EGFR inhibitor	CGP-52411	AAALVYBICLMAMA-UHFFFAOYSA-N	BRD-K13087974	EGFR
